Nom compagnie de validation;Tarif Pay�;MOIS;ANNEE;O&D paires d'a�roports
AIR FRANCE;136,07;7;2016;BUD - CDG
AIR FRANCE;136,17;11;2017;PTP - SFG
AIR FRANCE;136,44;3;2016;MPL - ORY
AIR FRANCE;136,58;11;2017;LHR - TRN
AIR FRANCE;136,67;4;2017;BHX - CDG
AIR FRANCE;136,91;8;2016;LIL - NTE
AIR FRANCE;136,91;8;2016;LIL - NTE
AIR FRANCE;136,91;8;2016;LIL - NTE
AIR FRANCE;136,91;8;2016;LIL - NTE
AIR FRANCE;136,97;11;2016;AMS - LYS
AIR FRANCE;137,1;11;2016;AMS - CDG
AIR FRANCE;137,16;4;2016;MPL - ORY
AIR FRANCE;137,51;4;2017;LYS - NCE
AIR FRANCE;137,51;6;2017;LYS - NCE
LUFTHANSA GERMAN AIRLINES;137,74;11;2017;FCO - MUC
AIR FRANCE;137,83;12;2017;CDG - PRG
AIR FRANCE;137,85;3;2017;BLQ - CDG
AIR FRANCE;137,94;9;2017;MPL - ORY
AIR FRANCE;137,94;9;2017;MPL - ORY
AIR FRANCE;137,94;12;2017;MPL - ORY
AIR FRANCE;137,94;1;2018;BOD - LYS
AIR FRANCE;137,94;2;2018;BOD - LYS
AIR FRANCE;137,94;2;2018;BOD - LYS
AIR FRANCE;137,95;6;2016;CDG - PRG
AIR FRANCE;137,96;8;2017;BCN - CDG
AIR FRANCE;138,4;10;2017;BOD - MRS
AIR FRANCE;138,57;5;2017;LIL - MRS
AIR FRANCE;138,64;8;2017;NTE - TLS
AIR FRANCE;138,67;5;2017;ORY - PUF
AIR FRANCE;138,7;5;2016;ORY - TLN
AIR FRANCE;138,75;12;2016;MLH - ORY
AIR FRANCE;138,75;12;2016;MLH - ORY
AIR FRANCE;138,75;12;2016;MLH - ORY
AIR FRANCE;138,76;9;2016;ORY - TLS
AIR FRANCE;138,76;2;2017;ORY - TLS
AIR FRANCE;138,76;3;2017;ORY - TLS
AIR FRANCE;138,76;5;2017;MRS - ORY
AIR FRANCE;138,76;6;2017;MRS - ORY
AIR FRANCE;138,76;9;2017;MRS - ORY
AIR FRANCE;138,76;10;2017;MRS - ORY
AIR FRANCE;138,76;1;2018;MRS - ORY
AIR FRANCE;138,78;10;2017;BOD - LIL
AIR FRANCE;138,85;8;2017;LYS - URO
AIR FRANCE;138,85;8;2017;LYS - URO
AIR FRANCE;139,01;1;2017;BOD - LYS
AIR FRANCE;139,04;5;2016;MRS - ORY
AIR FRANCE;139,04;6;2016;MRS - ORY
AIR FRANCE;139,04;5;2016;MRS - ORY
AIR FRANCE;139,04;7;2016;MRS - ORY
AIR FRANCE;139,04;7;2016;MRS - ORY
AIR FRANCE;139,04;7;2016;MRS - ORY
AIR FRANCE;139,04;7;2016;MRS - ORY
AIR FRANCE;139,04;3;2016;MRS - ORY
AIR FRANCE;139,04;7;2016;MRS - ORY
AIR FRANCE;139,04;9;2016;MRS - ORY
AIR FRANCE;139,04;9;2016;MRS - ORY
AIR FRANCE;139,04;10;2016;MRS - ORY
AIR FRANCE;139,04;11;2016;MRS - ORY
AIR FRANCE;139,04;12;2016;MRS - ORY
AIR FRANCE;139,04;2;2017;MRS - ORY
AIR FRANCE;139,05;10;2017;ORY - TLS
AIR FRANCE;139,05;10;2017;ORY - TLS
AIR FRANCE;139,05;11;2017;ORY - TLS
AIR FRANCE;139,05;11;2017;ORY - TLS
AIR FRANCE;139,05;11;2017;ORY - TLS
AIR FRANCE;139,05;1;2018;ORY - TLS
AIR FRANCE;139,05;1;2018;ORY - TLS
AIR FRANCE;139,06;8;2017;CFE - ORY
AIR FRANCE;139,08;7;2017;CDG - CPH
AIR FRANCE;139,13;3;2017;MPL - ORY
AIR FRANCE;139,13;3;2017;MPL - ORY
AIR FRANCE;139,15;1;2018;MRS - NTE
AIR FRANCE;139,16;1;2017;MPL - ORY
AIR FRANCE;139,16;2;2017;MPL - ORY
AIR FRANCE;139,18;7;2016;CDG - CPH
AIR FRANCE;139,18;9;2016;LYS - NCE
AIR FRANCE;139,26;5;2016;CDG - LHR
AIR FRANCE;139,29;6;2016;BOD - ORY
AIR FRANCE;139,29;7;2016;BOD - ORY
AIR FRANCE;139,4;7;2017;BOD - MRS
AIR FRANCE;139,4;10;2017;BOD - MRS
AIR FRANCE;139,4;10;2017;BOD - MRS
AIR FRANCE;139,4;10;2017;BOD - MRS
AIR FRANCE;139,4;2;2018;BOD - MRS
AIR FRANCE;139,41;7;2017;AGF - ORY
AIR FRANCE;139,46;3;2016;NCE - ORY
AIR FRANCE;139,46;3;2016;NCE - ORY
AIR FRANCE;139,46;3;2016;NCE - ORY
AIR FRANCE;139,46;3;2016;NCE - ORY
AIR FRANCE;139,46;8;2016;NCE - ORY
AIR FRANCE;139,47;6;2016;LYS - ORY
AIR FRANCE;139,48;3;2016;LYS - TLS
AIR FRANCE;139,48;3;2016;LYS - TLS
AIR FRANCE;139,48;10;2016;LYS - TLS
AIR FRANCE;139,53;2;2018;CDG - MUC
AIR FRANCE;139,61;11;2016;CDG - NCE
AIR FRANCE;139,61;11;2016;CDG - NCE
AIR FRANCE;139,61;12;2016;CDG - NCE
AIR FRANCE;139,69;1;2018;LYS - NTE
AIR FRANCE;139,78;3;2016;LYS - ORY
AIR FRANCE;139,82;5;2016;CDG - NCE
AIR FRANCE;139,82;9;2016;CDG - NCE
AIR FRANCE;139,95;2;2017;CDG - CPH
AIR FRANCE;140;6;2016;CDG - MAN
AIR FRANCE;140,05;2;2018;CDG - MRS
AIR FRANCE;140,05;2;2018;CDG - MRS
AIR FRANCE;140,16;11;2016;CDG - CPH
AIR FRANCE;140,23;11;2017;CDG - MPL
AIR FRANCE;140,23;11;2017;CDG - MPL
AIR FRANCE;140,36;7;2017;MRS - NTE
AIR FRANCE;140,4;12;2016;CDG - MRS
AIR FRANCE;140,6;3;2016;CDG - MRS
AIR FRANCE;140,61;1;2017;CDG - NCE
AIR FRANCE;140,61;1;2017;CDG - NCE
AIR FRANCE;140,63;3;2017;LYS - TLS
AIR FRANCE;140,83;9;2016;CDG - LIN
AIR FRANCE;140,83;3;2017;LYS - NTE
AIR FRANCE;140,83;3;2017;LYS - NTE
AIR FRANCE;140,83;3;2017;LYS - NTE
AIR FRANCE;140,83;3;2017;LYS - NTE
AIR FRANCE;140,9;4;2017;LYS - NTE
AIR FRANCE;140,96;12;2017;CDG - MAD
AIR FRANCE;140,98;1;2018;AMS - CDG
AIR FRANCE;141;2;2017;CDG - NTE
AIR FRANCE;141,01;3;2016;BOD - LYS
AIR FRANCE;141,01;4;2016;BOD - LYS
AIR FRANCE;141,01;8;2016;BOD - LYS
AIR FRANCE;141,1;4;2016;CDG - CPH
AIR FRANCE;141,16;8;2016;CDG - CPH
AIR FRANCE;141,18;6;2016;CDG - CPH
AIR FRANCE;141,29;8;2016;BOD - MRS
AIR FRANCE;141,47;7;2017;MRS - PUF
AIR FRANCE;141,54;5;2016;BOD - CDG
AIR FRANCE;141,54;4;2016;BOD - CDG
AIR FRANCE;141,54;7;2016;BOD - CDG
AIR FRANCE;141,54;7;2016;BOD - CDG
AIR FRANCE;141,54;2;2017;BOD - ORY
AIR FRANCE;141,67;11;2017;CDG - NCE
AIR FRANCE;141,67;11;2017;CDG - NCE
AIR FRANCE;141,67;11;2017;NCE - ORY
AIR FRANCE;141,67;2;2018;CDG - NCE
AIR FRANCE;141,67;2;2018;NCE - ORY
AIR FRANCE;141,77;12;2017;CDG - PRG
AIR FRANCE;141,88;4;2017;CDG - NCE
AIR FRANCE;141,88;4;2017;NCE - ORY
AIR FRANCE;141,88;4;2017;NCE - ORY
AIR FRANCE;141,88;5;2017;NCE - ORY
AIR FRANCE;141,88;5;2017;NCE - ORY
AIR FRANCE;141,88;6;2017;CDG - NCE
AIR FRANCE;141,88;6;2017;NCE - ORY
AIR FRANCE;141,88;7;2017;NCE - ORY
AIR FRANCE;141,88;8;2017;NCE - ORY
AIR FRANCE;141,88;9;2017;NCE - ORY
AIR FRANCE;141,88;10;2017;CDG - NCE
AIR FRANCE;141,88;10;2017;CDG - NCE
AIR FRANCE;141,89;4;2017;CDG - MAN
AIR FRANCE;141,89;4;2017;CDG - MAN
AIR FRANCE;141,89;10;2017;CDG - LHR
AIR FRANCE;141,89;1;2018;CDG - LHR
AIR FRANCE;141,91;3;2016;CDG - MRS
AIR FRANCE;141,91;3;2016;CDG - MRS
AIR FRANCE;141,91;3;2016;CDG - MRS
LUFTHANSA GERMAN AIRLINES;141,98;2;2017;HAM - TLS
AIR FRANCE;142,09;5;2017;MRS - ORY
AIR FRANCE;142,09;6;2017;MRS - ORY
AIR FRANCE;142,09;6;2017;MRS - ORY
AIR FRANCE;142,09;6;2017;MRS - ORY
AIR FRANCE;142,09;10;2017;CDG - MRS
AIR FRANCE;142,09;10;2017;MRS - ORY
AIR FRANCE;142,09;10;2017;MRS - ORY
AIR FRANCE;142,09;10;2017;MRS - ORY
AIR FRANCE;142,09;11;2017;CDG - MRS
AIR FRANCE;142,09;11;2017;MRS - ORY
AIR FRANCE;142,09;12;2017;MRS - ORY
AIR FRANCE;142,09;1;2018;MRS - ORY
AIR FRANCE;142,29;4;2016;MRS - ORY
AIR FRANCE;142,29;4;2016;MRS - ORY
AIR FRANCE;142,29;7;2016;BOD - ORY
AIR FRANCE;142,29;5;2016;CDG - MRS
AIR FRANCE;142,29;10;2016;MRS - ORY
AIR FRANCE;142,29;10;2016;MRS - ORY
AIR FRANCE;142,29;2;2017;MRS - ORY
LUFTHANSA GERMAN AIRLINES;142,31;12;2017;CDG - LEJ
AIR FRANCE;142,38;7;2017;ORY - TLS
AIR FRANCE;142,45;11;2016;CDG - EDI
AIR FRANCE;142,67;10;2017;LYS - ORY
AIR FRANCE;142,75;11;2016;LYS - ORY
AIR FRANCE;142,76;10;2016;ORY - TLS
AIR FRANCE;142,84;9;2017;CDG - LHR
AIR FRANCE;142,85;3;2016;MRS - ORY
AIR FRANCE;142,85;3;2016;MRS - ORY
AIR FRANCE;142,85;3;2016;MRS - ORY
AIR FRANCE;142,85;3;2016;MRS - ORY
AIR FRANCE;142,85;3;2016;MRS - ORY
AIR FRANCE;142,98;4;2016;NCE - NTE
AIR FRANCE;143,01;7;2016;BOD - LYS
AIR FRANCE;143,02;7;2016;LYS - TLS
AIR FRANCE;143,06;10;2017;CDG - CPH
AIR FRANCE;143,1;11;2017;DUS - LYS
AIR FRANCE;143,35;10;2016;CDG - LHR
AIR FRANCE;143,35;10;2016;CDG - LHR
AIR FRANCE;143,4;7;2017;BOD - MRS
LUFTHANSA GERMAN AIRLINES;143,5;11;2017;BRU - HAJ
LUFTHANSA GERMAN AIRLINES;143,5;11;2017;BRU - HAJ
AIR FRANCE;143,51;10;2016;CDG - LHR
AIR FRANCE;143,76;4;2016;ORY - TLS
AIR FRANCE;143,76;9;2016;ORY - TLS
AIR FRANCE;143,76;1;2018;MRS - ORY
AIR FRANCE;143,76;1;2018;MRS - ORY
AIR FRANCE;143,93;1;2018;CDG - MAD
AIR FRANCE;143,94;1;2018;BOD - LYS
AIR FRANCE;143,98;5;2016;CDG - PRG
AIR FRANCE;143,98;6;2017;BOD - ORY
AIR FRANCE;143,98;6;2017;BOD - ORY
AIR FRANCE;144,01;5;2016;BOD - LYS
AIR FRANCE;144,01;5;2016;BOD - LYS
AIR FRANCE;144,02;11;2016;NTE - TLS
AIR FRANCE;144,02;11;2016;NTE - TLS
AIR FRANCE;144,04;3;2016;MRS - ORY
AIR FRANCE;144,04;4;2016;MRS - ORY
AIR FRANCE;144,04;10;2016;MRS - ORY
AIR FRANCE;144,04;3;2017;MRS - ORY
AIR FRANCE;144,05;10;2017;ORY - TLS
AIR FRANCE;144,05;10;2017;ORY - TLS
AIR FRANCE;144,05;12;2017;ORY - TLS
AIR FRANCE;144,1;9;2017;LDE - ORY
AIR FRANCE;144,1;9;2017;LDE - ORY
AIR FRANCE;144,14;1;2017;LDE - ORY
AIR FRANCE;144,22;9;2016;BOD - ORY
AIR FRANCE;144,29;8;2016;BOD - ORY
AIR FRANCE;144,29;11;2016;MRS - NTE
AIR FRANCE;144,29;12;2016;BOD - CDG
AIR FRANCE;144,29;1;2017;BOD - ORY
AIR FRANCE;144,33;10;2016;BCN - CDG
AIR FRANCE;144,43;2;2018;NTE - TLS
AIR FRANCE;144,57;2;2017;SXB - TLS
AIR FRANCE;144,61;4;2016;NCE - RNS
AIR FRANCE;144,61;4;2016;NCE - RNS
AIR FRANCE;144,61;4;2016;NCE - RNS
AIR FRANCE;144,61;4;2016;NCE - RNS
AIR FRANCE;144,61;4;2016;NCE - RNS
AIR FRANCE;144,61;4;2016;NCE - RNS
AIR FRANCE;144,7;2;2017;BOD - CDG
AIR FRANCE;144,75;2;2018;ORY - PGF
AIR FRANCE;144,89;5;2017;CDG - SOU
LUFTHANSA GERMAN AIRLINES;144,92;8;2017;BCN - DUS
EMIRATES;145;7;2016;DXB - LHR
LUFTHANSA GERMAN AIRLINES;145,03;9;2016;BRU - STR
AIR FRANCE;145,05;11;2017;CDG - MRS
AIR FRANCE;145,1;12;2017;CDG - GVA
AIR FRANCE;145,1;12;2017;CDG - GVA
AIR FRANCE;145,29;3;2016;BOD - ORY
AIR FRANCE;145,29;7;2016;BOD - ORY
AIR FRANCE;145,31;10;2017;BOD - LYS
AIR FRANCE;145,4;5;2016;CDG - MRS
AIR FRANCE;145,54;6;2016;BOD - LYS
AIR FRANCE;145,54;1;2017;BOD - LYS
AIR FRANCE;145,94;11;2017;MPL - ORY
AIR FRANCE;146,01;4;2016;BOD - LYS
AIR FRANCE;146,23;3;2016;LYS - NTE
AIR FRANCE;146,31;10;2017;BOD - MRS
AIR FRANCE;146,31;2;2018;BOD - MRS
AIR FRANCE;146,34;12;2017;NCE - ORY
AIR FRANCE;146,46;3;2017;BOD - NCE
AIR FRANCE;146,49;5;2016;CDG - VCE
AIR FRANCE;146,49;5;2016;CDG - VCE
AIR FRANCE;146,49;5;2016;CDG - VCE
AIR FRANCE;146,52;4;2016;CDG - MAN
AIR FRANCE;146,7;3;2016;ORY - TLN
AIR FRANCE;146,7;4;2016;ORY - TLN
AIR FRANCE;146,71;4;2016;NCE - SXB
AIR FRANCE;146,75;3;2017;CDG - LUX
AIR FRANCE;146,89;1;2018;BHX - CDG
LUFTHANSA GERMAN AIRLINES;147,05;11;2017;CDG - HAM
AIR FRANCE;147,23;6;2017;CDG - LHR
AIR FRANCE;147,27;4;2017;MPL - ORY
AIR FRANCE;147,27;10;2017;MPL - ORY
AIR FRANCE;147,27;11;2017;MPL - ORY
AIR FRANCE;147,27;2;2018;MPL - ORY
AIR FRANCE;147,27;2;2018;MPL - ORY
AIR FRANCE;147,44;3;2016;MPL - ORY
AIR FRANCE;147,47;9;2016;LYS - TLS
AIR FRANCE;147,47;9;2016;LYS - TLS
AIR FRANCE;147,54;9;2017;NCE - ORY
AIR FRANCE;147,62;10;2017;CDG - NCE
AIR FRANCE;147,96;4;2017;BSL - CDG
AIR FRANCE;148,02;10;2017;CDG - HAM
AIR FRANCE;148,03;6;2016;AMS - GVA
AIR FRANCE;148,03;10;2016;ORY - PGF
AIR FRANCE;148,04;4;2016;MRS - ORY
AIR FRANCE;148,04;8;2016;MRS - ORY
AIR FRANCE;148,04;8;2016;MRS - ORY
AIR FRANCE;148,05;9;2016;CDG - WAW
AIR FRANCE;148,09;9;2016;CDG - WAW
AIR FRANCE;148,13;5;2016;CDG - TLS
AIR FRANCE;148,34;1;2018;NCE - ORY
AIR FRANCE;148,34;1;2018;NCE - ORY
AIR FRANCE;148,39;9;2016;CDG - TXL
AIR FRANCE;148,46;5;2016;NCE - ORY
AIR FRANCE;148,46;6;2016;CDG - NCE
AIR FRANCE;148,53;9;2017;FDF - PTP
AIR FRANCE;148,57;9;2017;LIL - MRS
AIR FRANCE;148,62;2;2017;CDG - LIN
AIR FRANCE;148,62;2;2017;CDG - LIN
AIR FRANCE;148,67;3;2017;NCE - ORY
AIR FRANCE;148,67;6;2017;NCE - ORY
AIR FRANCE;148,67;8;2017;NCE - ORY
AIR FRANCE;148,67;12;2017;NCE - ORY
AIR FRANCE;148,7;8;2016;ORY - PUF
AIR FRANCE;148,76;4;2016;ORY - TLS
AIR FRANCE;148,76;5;2016;ORY - TLS
AIR FRANCE;148,76;6;2016;ORY - TLS
AIR FRANCE;148,76;11;2016;ORY - TLS
AIR FRANCE;148,76;5;2017;CDG - MRS
AIR FRANCE;148,76;9;2017;MRS - ORY
AIR FRANCE;148,76;11;2017;MRS - ORY
AIR FRANCE;148,76;11;2017;MRS - ORY
AIR FRANCE;148,94;10;2017;BOD - LYS
AIR FRANCE;148,97;2;2017;LYS - NCE
AIR FRANCE;148,98;4;2016;CDG - PRG
AIR FRANCE;148,98;6;2017;BOD - ORY
AIR FRANCE;148,98;7;2017;BOD - ORY
AIR FRANCE;149;5;2016;RNS - TLS
AIR FRANCE;149,01;12;2016;BOD - LYS
AIR FRANCE;149,02;11;2017;CDG - DUB
AIR FRANCE;149,04;6;2016;MRS - ORY
AIR FRANCE;149,04;6;2016;MRS - ORY
AIR FRANCE;149,04;9;2016;MRS - ORY
AIR FRANCE;149,04;10;2016;MRS - ORY
AIR FRANCE;149,04;11;2016;MRS - ORY
AIR FRANCE;149,04;12;2016;MRS - ORY
AIR FRANCE;149,09;8;2017;ORY - PUF
AIR FRANCE;149,09;12;2017;ORY - PUF
AIR FRANCE;149,1;2;2018;ORY - TLN
AIR FRANCE;149,1;2;2018;ORY - TLN
AIR FRANCE;149,1;2;2018;ORY - TLN
AIR FRANCE;149,29;4;2016;BOD - ORY
AIR FRANCE;149,29;2;2017;BOD - ORY
AIR FRANCE;149,29;2;2017;BOD - ORY
AIR FRANCE;149,29;3;2017;BOD - MRS
AIR FRANCE;149,39;7;2017;BIQ - ORY
AIR FRANCE;149,4;12;2017;BOD - MRS
AIR FRANCE;149,41;5;2016;MAD - ORY
AIR FRANCE;149,41;6;2016;CDG - MAD
AIR FRANCE;149,48;11;2016;LYS - TLS
AIR FRANCE;149,51;11;2016;NCE - TLS
AIR FRANCE;149,67;10;2017;MRS - ORY
AIR FRANCE;149,67;10;2017;MRS - ORY
AIR FRANCE;149,67;10;2017;MRS - ORY
AIR FRANCE;149,67;11;2017;MRS - ORY
AIR FRANCE;149,67;11;2017;MRS - ORY
AIR FRANCE;149,67;11;2017;MRS - ORY
AIR FRANCE;149,67;11;2017;MRS - ORY
AIR FRANCE;149,75;6;2016;MRS - ORY
AIR FRANCE;149,75;10;2016;MRS - ORY
AIR FRANCE;149,75;2;2017;MRS - ORY
AIR FRANCE;149,95;7;2016;LYS - RNS
AIR FRANCE;149,96;3;2017;CDG - NCE
AIR FRANCE;149,96;6;2017;CDG - NCE
AIR FRANCE;149,96;7;2017;CDG - NCE
AIR FRANCE;149,96;9;2017;CDG - NCE
AIR FRANCE;149,96;9;2017;CDG - NCE
AIR FRANCE;149,96;10;2017;CDG - NCE
AIR FRANCE;150,05;4;2017;CDG - MRS
AIR FRANCE;150,05;4;2017;CDG - MRS
AIR FRANCE;150,11;1;2017;CDG - NTE
AIR FRANCE;150,34;10;2017;CDG - TLS
AIR FRANCE;150,34;1;2018;NCE - ORY
AIR FRANCE;150,36;8;2017;MRS - NTE
AIR FRANCE;150,38;8;2016;CDG - FCO
AIR FRANCE;150,39;3;2017;BIQ - ORY
AIR FRANCE;150,4;4;2016;CDG - MRS
AIR FRANCE;150,4;2;2017;CDG - MRS
AIR FRANCE;150,42;7;2016;LYS - PUF
AIR FRANCE;150,42;11;2016;CDG - MPL
AIR FRANCE;150,42;11;2016;CDG - MPL
AIR FRANCE;150,64;7;2017;BOD - LYS
AIR FRANCE;150,64;1;2018;BOD - LYS
AIR FRANCE;150,67;7;2017;ORY - TLS
AIR FRANCE;150,67;10;2017;ORY - TLS
AIR FRANCE;150,7;11;2017;BES - CDG
AIR FRANCE;150,7;2;2018;BES - CDG
AIR FRANCE;150,75;3;2016;MRS - ORY
AIR FRANCE;150,75;3;2016;MRS - ORY
AIR FRANCE;150,75;3;2016;MRS - ORY
AIR FRANCE;150,83;3;2017;LYS - NTE
AIR FRANCE;150,86;5;2016;MAD - ORY
AIR FRANCE;150,86;5;2016;MAD - ORY
AIR FRANCE;150,94;5;2017;MPL - ORY
AIR FRANCE;150,94;8;2017;MPL - ORY
AIR FRANCE;150,96;6;2017;CDG - MRS
AIR FRANCE;150,96;7;2017;CDG - MRS
AIR FRANCE;150,96;10;2017;CDG - MRS
AIR FRANCE;150,96;10;2017;CDG - MRS
AIR FRANCE;150,96;10;2017;CDG - MRS
AIR FRANCE;150,96;11;2017;CDG - MRS
AIR FRANCE;150,96;11;2017;CDG - MRS
AIR FRANCE;150,96;11;2017;CDG - MRS
AIR FRANCE;150,96;2;2018;CDG - MRS
AIR FRANCE;150,96;2;2018;CDG - MRS
AIR FRANCE;151,09;7;2016;LIN - ORY
EMIRATES;151,26;1;2017;CAI - DXB
AIR FRANCE;151,27;5;2016;MRS - NTE
AIR FRANCE;151,47;6;2016;BOD - LYS
AIR FRANCE;151,47;6;2016;BOD - LYS
AIR FRANCE;151,47;6;2016;BOD - LYS
AIR FRANCE;151,47;9;2016;BOD - LYS
AIR FRANCE;151,47;10;2016;BOD - LYS
AIR FRANCE;151,48;2;2017;LYS - TLS
AIR FRANCE;151,67;4;2017;BOD - ORY
AIR FRANCE;151,67;5;2017;BOD - ORY
AIR FRANCE;151,67;5;2017;BOD - ORY
AIR FRANCE;151,75;7;2016;BOD - ORY
AIR FRANCE;151,75;7;2016;BOD - ORY
AIR FRANCE;151,83;3;2017;LYS - NTE
AIR FRANCE;151,91;2;2018;CDG - CPH
AIR FRANCE;152,06;12;2017;LYS - NTE
AIR FRANCE;152,1;5;2016;CDG - MAD
AIR FRANCE;152,1;5;2016;CDG - MAD
AIR FRANCE;152,23;11;2017;CDG - MPL
AIR FRANCE;152,29;7;2016;BOD - ORY
AIR FRANCE;152,38;9;2017;LYS - TLS
AIR FRANCE;152,38;9;2017;LYS - TLS
AIR FRANCE;152,51;5;2017;LYS - NCE
AIR FRANCE;152,85;2;2017;ORY - TLS
AIR FRANCE;152,93;11;2017;CDG - MAD
AIR FRANCE;152,94;10;2017;MPL - ORY
AIR FRANCE;152,94;11;2017;MPL - ORY
AIR FRANCE;153;6;2016;CDG - MAN
AIR FRANCE;153,11;1;2017;BOD - CDG
AIR FRANCE;153,11;2;2017;BOD - CDG
AIR FRANCE;153,13;5;2016;AMS - CDG
AIR FRANCE;153,27;9;2017;LYS - NTE
AIR FRANCE;153,27;10;2017;LYS - NTE
AIR FRANCE;153,27;10;2017;LYS - NTE
AIR FRANCE;153,42;5;2016;MPL - ORY
AIR FRANCE;153,42;9;2016;MPL - ORY
AIR FRANCE;153,45;4;2016;LYS - NTE
AIR FRANCE;153,53;7;2016;CDG - MPL
AIR FRANCE;153,69;8;2016;NCE - NTE
AIR FRANCE;153,75;3;2017;ORY - TLN
AIR FRANCE;153,76;6;2016;ORY - TLS
AIR FRANCE;153,76;7;2016;ORY - TLS
AIR FRANCE;153,76;7;2016;ORY - TLS
AIR FRANCE;153,76;9;2016;ORY - TLS
AIR FRANCE;153,76;9;2016;ORY - TLS
AIR FRANCE;153,76;12;2016;ORY - TLS
AIR FRANCE;153,76;2;2017;ORY - TLS
AIR FRANCE;153,76;5;2017;MRS - ORY
AIR FRANCE;153,76;6;2017;MRS - ORY
AIR FRANCE;153,76;9;2017;MRS - ORY
AIR FRANCE;153,83;3;2016;BOD - MRS
AIR FRANCE;153,83;5;2016;BOD - MRS
AIR FRANCE;153,89;5;2017;CDG - DUB
AIR FRANCE;153,9;10;2017;RNS - TLS
AIR FRANCE;154,01;9;2016;NCE - SXB
AIR FRANCE;154,01;9;2016;NCE - SXB
AIR FRANCE;154,01;11;2016;NCE - SXB
AIR FRANCE;154,01;11;2016;NCE - SXB
AIR FRANCE;154,01;11;2016;NCE - SXB
AIR FRANCE;154,01;1;2017;BOD - LYS
AIR FRANCE;154,01;1;2017;BOD - LYS
AIR FRANCE;154,03;9;2017;CDG - FLR
AIR FRANCE;154,04;6;2016;MRS - ORY
AIR FRANCE;154,04;7;2016;MRS - ORY
AIR FRANCE;154,04;8;2016;MRS - ORY
AIR FRANCE;154,04;9;2016;MRS - ORY
AIR FRANCE;154,05;8;2017;CDG - TLS
AIR FRANCE;154,05;11;2017;ORY - TLS
AIR FRANCE;154,05;11;2017;ORY - TLS
AIR FRANCE;154,05;11;2017;ORY - TLS
AIR FRANCE;154,05;11;2017;ORY - TLS
AIR FRANCE;154,05;12;2017;ORY - TLS
AIR FRANCE;154,05;1;2018;ORY - TLS
AIR FRANCE;154,05;1;2018;ORY - TLS
AIR FRANCE;154,13;3;2017;MPL - ORY
AIR FRANCE;154,14;6;2016;LDE - ORY
AIR FRANCE;154,18;3;2017;MRS - ORY
AIR FRANCE;154,29;7;2016;BOD - ORY
AIR FRANCE;154,48;1;2018;ARN - CDG
AIR FRANCE;154,7;4;2016;ORY - TLN
AIR FRANCE;154,7;5;2016;ORY - TLN
AIR FRANCE;154,75;12;2017;ORY - PGF
AIR FRANCE;154,88;10;2016;CDG - FCO
AIR FRANCE;154,88;5;2017;CDG - NCE
AIR FRANCE;154,94;9;2016;LIL - TLS
AIR FRANCE;154,96;10;2017;CDG - CPH
AIR FRANCE;154,97;2;2018;CDG - MAD
AIR FRANCE;155,02;3;2016;CDG - TLS
AIR FRANCE;155,02;6;2016;ORY - TLS
AIR FRANCE;155,02;7;2016;ORY - TLS
AIR FRANCE;155,04;9;2017;BRU - LYS
AIR FRANCE;155,16;5;2016;MPL - ORY
AIR FRANCE;155,16;6;2016;MPL - ORY
AIR FRANCE;155,17;5;2016;CDG - CPH
AIR FRANCE;155,19;2;2018;MRS - PUF
AIR FRANCE;155,31;12;2017;BOD - ORY
AIR FRANCE;155,36;6;2017;MRS - NTE
AIR FRANCE;155,37;8;2016;CDG - ORY
AIR FRANCE;155,38;7;2017;ORY - TLS
AIR FRANCE;155,38;12;2017;ORY - TLS
AIR FRANCE;155,4;5;2016;CDG - MRS
AIR FRANCE;155,5;11;2016;CDG - NCE
AIR FRANCE;155,5;12;2016;CDG - NCE
AIR FRANCE;155,5;1;2017;CDG - NCE
AIR FRANCE;155,5;1;2017;NCE - ORY
AIR FRANCE;155,53;10;2016;CDG - MPL
AIR FRANCE;155,56;10;2017;CDG - PRG
AIR FRANCE;155,64;6;2017;LYS - TLS
AIR FRANCE;155,64;8;2017;LYS - TLS
AIR FRANCE;155,64;9;2017;LYS - TLS
AIR FRANCE;155,64;10;2017;LYS - TLS
AIR FRANCE;155,65;11;2016;BOD - CDG
AIR FRANCE;155,65;11;2017;BHX - CDG
AIR FRANCE;155,67;4;2017;MPL - ORY
AIR FRANCE;155,67;10;2017;MPL - ORY
AIR FRANCE;155,67;12;2017;MPL - ORY
AIR FRANCE;155,71;3;2016;NCE - ORY
AIR FRANCE;155,71;3;2016;CDG - NCE
AIR FRANCE;155,71;4;2016;NCE - ORY
AIR FRANCE;155,71;4;2016;NCE - ORY
AIR FRANCE;155,71;5;2016;NCE - ORY
AIR FRANCE;155,71;6;2016;NCE - ORY
AIR FRANCE;155,71;9;2016;CDG - NCE
AIR FRANCE;155,71;10;2016;NCE - ORY
AIR FRANCE;155,75;12;2016;MPL - ORY
AIR FRANCE;155,77;11;2017;ARN - CDG
AIR FRANCE;155,82;4;2017;CDG - TXL
AIR FRANCE;155,88;4;2017;NCE - SXB
AIR FRANCE;155,97;3;2017;CDG - MAD
AIR FRANCE;156,41;11;2016;CDG - MAD
AIR FRANCE;156,47;10;2016;LYS - NTE
AIR FRANCE;156,53;4;2016;CDG - MPL
